tid;class;time;latitude;longitude;gid;semantic_stop_id;semantic_move_id
195704    ;4 ;264;127.5;24.7;2368;443;
195704    ;4 ;270;127.6;25.4;2369;443;
195704    ;4 ;276;127.6;26.2;2370;443;
195704    ;4 ;282;127.5;27;2371;1466;
195704    ;4 ;288;127.3;27.6;2372;1466;
195704    ;4 ;294;126.8;28.1;2373;1466;
195704    ;4 ;300;125.9;28.4;2374;1466;
195704    ;4 ;306;124.7;28.8;2375;1466;
195704    ;4 ;312;123.3;29.5;2376;;
195704    ;4 ;318;122;30.2;2377;1467;
195704    ;4 ;324;121.1;31;2378;1467;
195704    ;4 ;330;120.3;31.7;2379;1467;
195704    ;4 ;336;119.2;32.2;2380;1467;
195704    ;4 ;342;118;32.7;2381;1467;
195704    ;4 ;348;117.1;33.5;2382;;
195704    ;4 ;354;116.4;34.2;2383;1468;
195704    ;4 ;360;115.9;34.7;2384;1468;
195704    ;4 ;366;116.2;35.2;2385;1468;
195704    ;4 ;372;117.1;35.7;2386;1468;
195704    ;4 ;378;118.2;36.1;2387;1468;
195704    ;4 ;384;119.3;36.2;2388;1468;
195704    ;4 ;390;120.5;35.9;2389;1468;
195704    ;4 ;396;122;35.5;2390;;
195704    ;4 ;402;123.6;35.2;2391;1469;
195704    ;4 ;408;124.8;34.9;2392;1469;
195704    ;4 ;414;126.1;34.7;2393;1469;
195704    ;4 ;420;127.8;34.5;2394;;
195704    ;4 ;426;129.6;34.4;2395;1470;
195704    ;4 ;432;130.8;34.3;2396;1470;
195704    ;4 ;438;132.2;34.1;2397;1470;
195704    ;4 ;444;134.1;34.2;2398;;
195704    ;4 ;450;136;34.5;2399;;
195704    ;4 ;456;137.9;34.6;2400;;
195704    ;4 ;462;139.9;34.7;2401;;
195704    ;4 ;468;142;35;2402;;
195704    ;4 ;474;144.4;35.7;2403;;
195704    ;4 ;480;147.2;36.8;2404;;
195704    ;4 ;486;150.5;38.4;2405;;
195704    ;4 ;492;154.7;40.4;2406;;
195704    ;4 ;498;158.1;42.3;2407;;
195704    ;4 ;504;160.1;44;2408;;
195704    ;4 ;510;162.2;45.6;2409;;
195704    ;4 ;516;164.4;47.5;2410;;
195704    ;4 ;522;166.3;48.9;2411;;
195704    ;4 ;528;168;50;2412;;
195704    ;4 ;534;169.2;51.2;2413;;
195704    ;4 ;540;170.6;52.2;2414;;
195705    ;TS;0;90.2;23.9;2415;2099;
195705    ;TS;6;90.5;25;2416;2099;
195705    ;TS;12;91.2;26.2;2417;2099;
195705    ;TS;18;91.9;27.4;2418;2099;
195705    ;TS;24;92.6;28.7;2419;;
195705    ;TS;30;93.2;30;2420;2100;
195705    ;TS;36;94;30.7;2421;2100;
195705    ;TS;42;94.9;31.9;2422;2100;
195705    ;TS;48;95.6;32.5;2423;;
195706    ;TS;0;87.2;23;2424;1793;
195706    ;TS;6;87.2;23.7;2425;1793;
195706    ;TS;12;87.3;24.5;2426;1793;
195706    ;TS;18;87.4;25.3;2427;1793;
195706    ;TS;24;87.7;26.3;2428;1793;
195706    ;TS;30;88.2;27.3;2429;1793;
195706    ;TS;36;88.7;28.2;2430;;
195706    ;TS;42;89.1;29.2;2431;1794;
195706    ;TS;48;89.5;30.4;2432;1794;
195706    ;TS;54;89.5;31.5;2433;1794;
195706    ;TS;60;89.5;32.5;2434;1794;
195706    ;TS;66;89;33.5;2435;;
195707    ;1 ;0;114.2;31.7;2436;82;
195707    ;1 ;6;114.4;30.8;2437;82;
195707    ;1 ;12;114.4;30;2438;82;
195707    ;1 ;18;114.2;29.2;2439;82;
195707    ;1 ;24;114;28.6;2440;82;
195707    ;1 ;30;113.8;28.2;2441;322;
195707    ;1 ;36;113.5;27.8;2442;322;
195707    ;1 ;42;112.4;27.5;2443;322;
195707    ;1 ;48;110.9;27.2;2444;;
195707    ;1 ;54;109.7;27.1;2445;323;
195707    ;1 ;60;108.8;27.1;2446;83;
195707    ;1 ;66;108.3;27.2;2447;83;
195707    ;1 ;72;108;27.8;2448;83;
195707    ;1 ;78;107.8;28.8;2449;83;
195707    ;1 ;84;107.7;29.8;2450;83;
195707    ;1 ;90;108;30.8;2451;323;
195707    ;1 ;96;108.7;31.8;2452;323;
195707    ;1 ;102;109.7;32.8;2453;;
195707    ;1 ;108;111.2;33.8;2454;;
195707    ;1 ;114;113;35;2455;;
195707    ;1 ;120;114.8;36.4;2456;;
195707    ;1 ;126;116.6;37.7;2457;;
195707    ;1 ;132;118.4;39;2458;;
195707    ;1 ;138;120.3;40.2;2459;;
195707    ;1 ;144;122.2;41.4;2460;;
195707    ;1 ;150;123.8;42.5;2461;;
195707    ;1 ;156;125.5;44;2462;;
195707    ;1 ;162;127.2;46.3;2463;;
195707    ;1 ;168;128.8;48.5;2464;;
195708    ;TS;0;122;21.9;2465;126;
195708    ;TS;6;120.7;23.3;2466;126;
195708    ;TS;12;119.3;24.7;2467;126;
195708    ;TS;18;117.8;25;2468;;
195708    ;TS;24;116.2;24.7;2469;127;
195708    ;TS;30;115;24.9;2470;127;
195708    ;TS;36;114.2;25.4;2471;127;
195708    ;TS;42;114;26.6;2472;127;
195708    ;TS;48;114.2;27.8;2473;127;
195708    ;TS;54;114.6;28.8;2474;127;
195708    ;TS;60;115.2;29.8;2475;;
195708    ;TS;66;115.9;30.7;2476;;
195708    ;TS;72;117.1;31.7;2477;;
195708    ;TS;78;118.8;33.1;2478;;
195708    ;TS;84;120.7;34.6;2479;;
195708    ;TS;90;122.4;36;2480;;
195708    ;TS;96;124.7;37;2481;;
195708    ;TS;102;128.1;37.6;2482;;
195708    ;TS;108;131.5;38.3;2483;;
195708    ;TS;114;135.4;38.8;2484;;
195801    ;TS;0;85.5;21.1;2485;1158;
195801    ;TS;6;85;21.7;2486;1158;
195801    ;TS;12;84.4;22.5;2487;1158;
195801    ;TS;18;83.6;23.5;2488;1158;
195801    ;TS;24;82.7;24.5;2489;1158;
195801    ;TS;30;81.9;25.6;2490;;
195801    ;TS;36;81;26.7;2491;1159;
195801    ;TS;42;79.9;27.9;2492;1159;
195801    ;TS;48;79;29.1;2493;1159;
195801    ;TS;54;78.3;30.3;2494;1159;
195801    ;TS;60;77.5;31.4;2495;;
195802    ;TS;0;159;15.3;2496;;
195802    ;TS;6;156.5;15.6;2497;;
195802    ;TS;12;154.5;15.9;2498;;
195802    ;TS;18;152.9;16.1;2499;1434;
195802    ;TS;24;151.3;16.2;2500;1434;
195802    ;TS;30;149.5;16.6;2501;1434;
195802    ;TS;36;147.8;16.9;2502;;
195802    ;TS;42;146.1;17;2503;1435;
195802    ;TS;48;144.5;17;2504;1435;
195802    ;TS;54;143.2;17.1;2505;1435;
195802    ;TS;60;141.8;17.2;2506;;
195802    ;TS;66;140;17.4;2507;1436;
195802    ;TS;72;138.2;17.7;2508;1436;
195802    ;TS;78;136.6;17.9;2509;1436;
195802    ;TS;84;134.9;18.1;2510;;
195802    ;TS;90;132.5;18.5;2511;;
195802    ;TS;96;130;18.9;2512;;
195802    ;TS;102;127.6;18.9;2513;;
195802    ;TS;108;125.4;18.8;2514;1437;
195802    ;TS;114;123.7;19.1;2515;1437;
195802    ;TS;120;122.1;19.5;2516;1437;
195802    ;TS;126;120.2;20.1;2517;;
195802    ;TS;132;118.1;20.9;2518;;
195802    ;TS;138;115.4;21.9;2519;;
195802    ;TS;144;112.8;23;2520;;
195802    ;TS;150;110.9;23.9;2521;;
195802    ;TS;156;109.2;24.9;2522;;
195802    ;TS;162;107.4;26.9;2523;;
195802    ;TS;168;106.1;29;2524;1438;
195802    ;TS;174;106.2;30.1;2525;1438;
195802    ;TS;180;106.6;31.2;2526;1438;
195802    ;TS;186;106.6;32.2;2527;1438;
195802    ;TS;192;106.6;33.3;2528;;
195802    ;TS;198;107.7;34.8;2529;;
195802    ;TS;204;110.4;36.9;2530;;
195802    ;TS;210;113.1;39.2;2531;;
195802    ;TS;216;117.2;41.5;2532;;
195802    ;TS;222;122.2;43.2;2533;;
195803    ;5 ;0;158.4;10.8;2534;;
195803    ;5 ;6;156.2;11;2535;;
195803    ;5 ;12;154;11;2536;;
195803    ;5 ;18;152;11.1;2537;566;
195803    ;5 ;24;150.1;11.2;2538;566;
195803    ;5 ;30;148.2;11.4;2539;566;
195803    ;5 ;36;146.2;11.7;2540;;
195803    ;5 ;42;144.2;12;2541;567;
195803    ;5 ;48;142.2;12.3;2542;567;
195803    ;5 ;54;140.4;12.5;2543;567;
195803    ;5 ;60;138.8;12.8;2544;;
195803    ;5 ;66;137.3;13;2545;568;
195803    ;5 ;72;135.8;13.3;2546;568;
195803    ;5 ;78;134.3;13.8;2547;568;
195803    ;5 ;84;132.9;14.4;2548;568;
195803    ;5 ;90;131.7;15.1;2549;;
195803    ;5 ;96;131;15.8;2550;569;
195803    ;5 ;102;130.7;16.7;2551;569;
195803    ;5 ;108;130.5;18.1;2552;569;
195803    ;5 ;114;130.2;19.6;2553;569;
195803    ;5 ;120;129.7;21;2554;;
195803    ;5 ;126;129.2;22.4;2555;570;
195803    ;5 ;132;128.6;23.9;2556;570;
195803    ;5 ;138;127.8;25.4;2557;570;
195803    ;5 ;144;126.8;26.9;2558;;
195803    ;5 ;150;125.7;28.2;2559;571;
195803    ;5 ;156;124.8;29.3;2560;571;
195803    ;5 ;162;124.1;30.4;2561;571;
195803    ;5 ;168;123.6;31.6;2562;571;
195803    ;5 ;174;123.5;32.8;2563;;
195803    ;5 ;180;123.8;34.1;2564;;
195803    ;5 ;186;124.5;35.7;2565;;
195803    ;5 ;192;125.7;37.6;2566;;
195803    ;5 ;198;127.5;39.8;2567;;
195803    ;5 ;204;129.9;42.3;2568;;
195803    ;5 ;210;132.9;44.8;2569;;
195803    ;5 ;216;136.2;46.6;2570;;
195803    ;5 ;222;140;47;2571;;
195803    ;5 ;228;144.3;46.3;2572;;
195803    ;5 ;234;148.6;45.3;2573;;
195803    ;5 ;240;152.7;44.2;2574;;
195803    ;5 ;246;156.8;43;2575;;
195803    ;5 ;252;159.5;42;2576;;
195803    ;5 ;258;162;41;2577;;
195804    ;3 ;0;106.4;25.2;2578;90;
195804    ;3 ;6;105.4;25.9;2579;90;
195804    ;3 ;12;104.7;26.4;2580;90;
195804    ;3 ;18;104.3;26.7;2581;90;
195804    ;3 ;24;104;27;2582;90;
195804    ;3 ;30;103.7;27.2;2583;90;
195804    ;3 ;36;103.5;27.4;2584;331;
195804    ;3 ;42;103.2;27.8;2585;91;
195804    ;3 ;48;103;28.1;2586;91;
195804    ;3 ;54;102.9;28.5;2587;91;
195804    ;3 ;60;103.1;28.8;2588;91;
195804    ;3 ;66;103.4;29.1;2589;91;
195804    ;3 ;72;103.8;29.4;2590;91;
195804    ;3 ;78;104.3;29.8;2591;91;
195804    ;3 ;84;104.9;30.4;2592;;
195804    ;3 ;90;105.4;31.5;2593;332;
195804    ;3 ;96;105.8;33;2594;332;
195804    ;3 ;102;105.9;34.6;2595;332;
195804    ;3 ;108;106;36.2;2596;;
195804    ;3 ;114;107.1;38;2597;;
195804    ;3 ;120;109.2;39.8;2598;;
195804    ;3 ;126;111.7;41.2;2599;;
195804    ;3 ;132;115;42;2600;;
195804    ;3 ;138;119.5;43;2601;;
195804    ;3 ;144;123.9;42.2;2602;;
195804    ;3 ;150;127.1;41.5;2603;;
195804    ;3 ;156;130.4;41;2604;;
195804    ;3 ;162;134.1;41;2605;;
195804    ;3 ;168;137.8;41;2606;;
195804    ;3 ;174;141.1;41.7;2607;;
195805    ;3 ;0;123.4;13.7;2608;;
195805    ;3 ;6;120.4;14;2609;;
195805    ;3 ;12;118;15.4;2610;;
195805    ;3 ;18;116;16.1;2611;104;
195805    ;3 ;24;114.4;16.2;2612;104;
195805    ;3 ;30;112.8;16.3;2613;104;
195805    ;3 ;36;110.7;16.5;2614;;
195805    ;3 ;42;108.9;16.9;2615;105;
195805    ;3 ;48;107.6;17.6;2616;105;
195805    ;3 ;54;106.3;18.4;2617;105;
195805    ;3 ;60;105;19.2;2618;;
195805    ;3 ;66;103.7;20;2619;106;
195805    ;3 ;72;102.8;20.6;2620;106;
195805    ;3 ;78;102;21;2621;106;
195805    ;3 ;84;100.9;21.4;2622;106;
195805    ;3 ;90;99.8;21.8;2623;106;
195805    ;3 ;96;98.9;21.9;2624;;
195805    ;3 ;102;98;22;2625;107;
195805    ;3 ;108;96.8;22.3;2626;107;
195805    ;3 ;114;95.5;22.7;2627;107;
195805    ;3 ;120;94.4;22.9;2628;107;
195805    ;3 ;126;93.3;23.2;2629;;
195805    ;3 ;132;91.9;23.9;2630;108;
195805    ;3 ;138;90.5;24.6;2631;108;
195805    ;3 ;144;89.2;25.4;2632;108;
195805    ;3 ;150;87.9;26.1;2633;108;
195805    ;3 ;156;86.8;26.6;2634;;
195805    ;3 ;162;85.5;27;2635;;
195805    ;3 ;168;83.7;27.5;2636;;
195805    ;3 ;174;81.8;28.1;2637;;
195805    ;3 ;180;79.5;28.3;2638;;
195806    ;1 ;0;135.2;10.1;2639;2185;
195806    ;1 ;6;133.8;10.6;2640;2185;
195806    ;1 ;12;132.5;11.1;2641;2185;
195806    ;1 ;18;131.4;11.6;2642;2185;
195806    ;1 ;24;130.2;12.2;2643;;
195806    ;1 ;30;128.1;13.3;2644;;
195806    ;1 ;36;125.9;14.5;2645;;
195806    ;1 ;42;124.3;15.6;2646;;
195806    ;1 ;48;122.9;16.6;2647;2186;
195806    ;1 ;54;121.7;17.5;2648;2186;
195806    ;1 ;60;120.4;18.4;2649;2186;
195806    ;1 ;66;119;19.5;2650;;
195806    ;1 ;72;117.7;20.6;2651;2187;
195806    ;1 ;78;116.6;21.3;2652;2187;
195806    ;1 ;84;115.8;21.9;2653;2187;
195806    ;1 ;90;115.2;22.6;2654;2187;
195806    ;1 ;96;114.7;23;2655;2187;
195806    ;1 ;102;114.4;23.1;2656;652;
195806    ;1 ;108;114.2;23.3;2657;652;
195806    ;1 ;114;114.1;23.5;2658;652;
195806    ;1 ;120;114;23.6;2659;652;
195806    ;1 ;126;113.8;23.8;2660;652;
195806    ;1 ;132;113.5;24.1;2661;652;
195806    ;1 ;138;113.2;24.7;2662;652;
195806    ;1 ;144;112.9;25.5;2663;652;
195806    ;1 ;150;112.9;26.4;2664;2188;
195806    ;1 ;156;113.1;27.2;2665;2188;
195806    ;1 ;162;113.3;27.6;2666;2188;
195806    ;1 ;168;113.8;28;2667;2188;
195806    ;1 ;174;114.7;28.9;2668;2188;
195806    ;1 ;180;115.7;29.7;2669;;
195806    ;1 ;186;116.8;30.2;2670;;
195806    ;1 ;192;117.9;30.7;2671;;
195806    ;1 ;198;118.7;31.3;2672;;
195807    ;TS;0;118;15.1;2673;;
195807    ;TS;6;115.8;15.9;2674;;
195807    ;TS;12;113.9;16.6;2675;;
195807    ;TS;18;112.1;17.2;2676;1977;
195807    ;TS;24;110.6;17.6;2677;1977;
195807    ;TS;30;109.4;17.9;2678;1977;
195807    ;TS;36;108.1;18.2;2679;1977;
195807    ;TS;42;106.7;18.6;2680;;
195807    ;TS;48;105.2;19;2681;;
195807    ;TS;54;103.2;19.5;2682;;
195808    ;4 ;0;128.5;18.5;2683;;
195808    ;4 ;6;125.8;19;2684;;
195808    ;4 ;12;123.7;19.5;2685;;
195808    ;4 ;18;121.7;20.1;2686;1653;
195808    ;4 ;24;119.8;20.7;2687;1653;
195808    ;4 ;30;118.1;21.3;2688;1653;
195808    ;4 ;36;116.5;21.9;2689;;
195808    ;4 ;42;115.2;22.5;2690;1654;
195808    ;4 ;48;114.2;23;2691;1654;
195808    ;4 ;54;113.1;23.4;2692;1654;
195808    ;4 ;60;111.8;24;2693;1654;
195808    ;4 ;66;110.4;24.7;2694;;
195808    ;4 ;72;109.1;25.7;2695;1655;
195808    ;4 ;78;108;26.7;2696;1655;
195808    ;4 ;84;107.1;27.2;2697;510;
195808    ;4 ;90;106.6;27.7;2698;510;
195808    ;4 ;96;106.4;28.3;2699;510;
195808    ;4 ;102;106.1;28.8;2700;510;
195808    ;4 ;108;105.7;29.2;2701;510;
195808    ;4 ;114;105.2;29.6;2702;510;
195808    ;4 ;120;104.6;29.9;2703;1656;
195808    ;4 ;126;103.9;30.3;2704;511;
195808    ;4 ;132;102.9;31;2705;511;
195808    ;4 ;138;101.9;31.7;2706;511;
195808    ;4 ;144;101.5;32.4;2707;511;
195808    ;4 ;150;101.8;33.1;2708;511;
195808    ;4 ;156;102.5;33.9;2709;1656;
195808    ;4 ;162;104.2;34.8;2710;;
195808    ;4 ;168;106.8;35.8;2711;;
195808    ;4 ;174;109.5;36.9;2712;;
195808    ;4 ;180;111.7;38;2713;;
195808    ;4 ;186;114.1;39;2714;;
195808    ;4 ;192;118.1;41.7;2715;;
195808    ;4 ;198;121;45.7;2716;;
195808    ;4 ;204;123.4;49;2717;;
195808    ;4 ;210;127.6;52;2718;;
195808    ;4 ;216;131.2;53.9;2719;;
195808    ;4 ;222;135;55;2720;;
195808    ;4 ;228;138.9;56.2;2721;;
195808    ;4 ;234;142.7;57;2722;;
195808    ;4 ;240;145.5;57.3;2723;;
195808    ;4 ;246;148;57.5;2724;;
195808    ;4 ;252;151.1;57.7;2725;;
195808    ;4 ;258;154.5;57.5;2726;;
195808    ;4 ;264;158.8;56.1;2727;;
195808    ;4 ;270;162.7;54.3;2728;;
195808    ;4 ;276;164.6;53.1;2729;1657;
195808    ;4 ;282;165.8;52.2;2730;1657;
195808    ;4 ;288;166.6;51.8;2731;1657;
195808    ;4 ;294;167.5;51.4;2732;1657;
195808    ;4 ;300;169.6;51;2733;;
195808    ;4 ;306;172.7;50.5;2734;;
195808    ;4 ;312;175.1;51.6;2735;;
195809    ;4 ;0;129.2;17.3;2736;1442;
195809    ;4 ;6;127.9;17.7;2737;1442;
195809    ;4 ;12;125.7;18.1;2738;1442;
195809    ;4 ;18;124.3;18.3;2739;1442;
195809    ;4 ;24;123.6;18.4;2740;;
195809    ;4 ;30;122.9;18.5;2741;1443;
195809    ;4 ;36;122.1;18.7;2742;1443;
195809    ;4 ;42;121.2;19;2743;1443;
195809    ;4 ;48;120.2;19.4;2744;438;
195809    ;4 ;54;119.3;20;2745;438;
195809    ;4 ;60;118.9;20.7;2746;438;
195809    ;4 ;66;118.8;21.4;2747;438;
195809    ;4 ;72;118.7;21.9;2748;438;
195809    ;4 ;78;118.7;22.3;2749;;
195809    ;4 ;84;118.8;23.2;2750;1444;
195809    ;4 ;90;118.9;24.5;2751;1444;
195809    ;4 ;96;118.5;26.2;2752;1444;
195809    ;4 ;102;118.1;28;2753;;
195809    ;4 ;108;118.4;29.5;2754;;
195809    ;4 ;114;119.2;31;2755;;
195809    ;4 ;120;120.5;32.8;2756;;
195809    ;4 ;126;122.4;34.8;2757;;
195809    ;4 ;132;125.1;37.1;2758;;
195809    ;4 ;138;128.7;39.9;2759;;
195809    ;4 ;144;132.2;43.1;2760;;
195810    ;1 ;0;98.7;19.2;2761;1634;
195810    ;1 ;6;98.4;20;2762;1634;
195810    ;1 ;12;98.5;20.9;2763;1634;
195810    ;1 ;18;99;21.8;2764;1634;
195810    ;1 ;24;99.9;22.5;2765;1634;
195810    ;1 ;30;100.9;23.3;2766;;
195810    ;1 ;36;102.2;24.6;2767;1635;
195810    ;1 ;42;103.4;26;2768;1635;
195810    ;1 ;48;104.4;27.2;2769;1635;
195810    ;1 ;54;105;28.2;2770;1635;
195810    ;1 ;60;105.3;28.7;2771;1635;
195810    ;1 ;66;105.5;29.2;2772;;
195810    ;1 ;72;105.8;30;2773;1636;
195810    ;1 ;78;106.2;30.8;2774;1636;
195810    ;1 ;84;106.7;31.5;2775;1636;
195810    ;1 ;90;107.4;32;2776;1636;
195810    ;1 ;96;108.1;32.1;2777;1636;
195810    ;1 ;102;109;32.2;2778;1636;
195810    ;1 ;108;110.3;32.7;2779;;
195810    ;1 ;114;111.8;33.3;2780;1637;
195810    ;1 ;120;113;34.1;2781;1637;
195810    ;1 ;126;114.2;35;2782;1637;
195810    ;1 ;132;116.1;36;2783;;
195810    ;1 ;138;118.5;37;2784;;
195810    ;1 ;144;121;38.1;2785;;
195810    ;1 ;150;124;39.3;2786;;
195810    ;1 ;156;128.7;41.2;2787;;
195810    ;1 ;162;133.9;43.3;2788;;
195810    ;1 ;168;137.8;44.9;2789;;
195810    ;1 ;174;141.8;46.2;2790;;
195810    ;1 ;180;146.5;47.2;2791;;
195810    ;1 ;186;151.8;48;2792;;
195810    ;1 ;192;156.5;48.7;2793;;
195901    ;TS;0;93.4;23.8;2794;962;
195901    ;TS;6;92.8;24.5;2795;962;
195901    ;TS;12;92.3;25.3;2796;962;
195901    ;TS;18;91;26.5;2797;962;
195901    ;TS;24;90;27.4;2798;270;
195901    ;TS;30;89.2;27.6;2799;270;
195901    ;TS;36;88.5;27.8;2800;270;
195901    ;TS;42;88.1;28.1;2801;270;
195901    ;TS;48;88;28.4;2802;270;
195901    ;TS;54;88.1;29.1;2803;270;
195901    ;TS;60;88.3;29.9;2804;270;
195901    ;TS;66;88.5;30.4;2805;270;
195901    ;TS;72;88.8;31;2806;963;
195901    ;TS;78;89.1;31.7;2807;271;
195901    ;TS;84;89.4;32.3;2808;271;
195901    ;TS;90;90.1;32.8;2809;271;
195901    ;TS;96;90.9;33.1;2810;271;
195901    ;TS;102;91.4;33.2;2811;271;
195901    ;TS;108;92.6;33.4;2812;964;
195901    ;TS;114;94.7;33.6;2813;964;
195901    ;TS;120;96.7;33.8;2814;;
195901    ;TS;126;99.3;34.2;2815;;
195902    ;TS;0;85.3;21.1;2816;22;
195902    ;TS;6;84.8;21.7;2817;22;
195902    ;TS;12;84.4;22;2818;22;
195902    ;TS;18;84;22.3;2819;22;
195902    ;TS;24;83.8;22.6;2820;22;
195902    ;TS;30;83.7;22.8;2821;22;
195902    ;TS;36;83.5;23;2822;22;
195902    ;TS;42;83.3;23.1;2823;22;
195902    ;TS;48;82.9;23.2;2824;22;
195902    ;TS;54;82.7;23;2825;22;
195902    ;TS;60;82.7;22.4;2826;22;
195902    ;TS;66;82.8;21.8;2827;22;
195902    ;TS;72;82.8;21.2;2828;;
195903    ;1 ;0;93.3;25.6;2829;;
195903    ;1 ;6;96.5;27.2;2830;;
195903    ;1 ;12;99.7;28.8;2831;;
195903    ;1 ;18;102.3;30.4;2832;;
195903    ;1 ;24;104.9;32.2;2833;;
195903    ;1 ;30;109.5;35;2834;;
195903    ;1 ;36;114.7;38.4;2835;;
195903    ;1 ;42;117.9;41.2;2836;;
195903    ;1 ;48;119.4;43.7;2837;411;
195903    ;1 ;54;119;45.3;2838;411;
195903    ;1 ;60;117.2;46;2839;411;
195903    ;1 ;66;117.8;45.6;2840;411;
195903    ;1 ;72;119.8;45.4;2841;411;
195903    ;1 ;78;123;46.3;2842;;
195903    ;1 ;84;126.3;47.3;2843;;
195903    ;1 ;90;130.2;48.6;2844;;
195904    ;1 ;0;101.5;29.6;2845;518;
195904    ;1 ;6;101.7;29.8;2846;518;
195904    ;1 ;12;101.8;30;2847;518;
195904    ;1 ;18;102;30.3;2848;518;
195904    ;1 ;24;102.1;30.6;2849;518;
195904    ;1 ;30;102.4;30.9;2850;518;
195904    ;1 ;36;102.7;31.2;2851;518;
195904    ;1 ;42;102.9;31.5;2852;518;
195904    ;1 ;48;103;31.7;2853;518;
195904    ;1 ;54;103.2;32.1;2854;518;
195904    ;1 ;60;103.1;32.4;2855;518;
195904    ;1 ;66;102.5;32.4;2856;518;
195904    ;1 ;72;101.8;32.3;2857;518;
195904    ;1 ;78;101.2;32.3;2858;518;
195904    ;1 ;84;100.7;32.4;2859;518;
195904    ;1 ;90;100.2;33;2860;1698;
195904    ;1 ;96;99.8;33.7;2861;1698;
195904    ;1 ;102;99.7;34.1;2862;1698;
195904    ;1 ;108;100.1;34.5;2863;1698;
195904    ;1 ;114;100.8;35.1;2864;;
195904    ;1 ;120;102.1;35.9;2865;;
195904    ;1 ;126;103.8;37;2866;;
195904    ;1 ;132;105.7;38.2;2867;;
195904    ;1 ;138;107.6;39.5;2868;;
195904    ;1 ;144;109.7;41.2;2869;;
195904    ;1 ;150;112.3;43.5;2870;;
195904    ;1 ;156;115.1;45.8;2871;;
195904    ;1 ;162;118;48;2872;;
195904    ;1 ;168;120.9;50.2;2873;;
195904    ;1 ;174;123.8;52.4;2874;;
195905    ;1 ;0;87.9;26.9;2875;412;
195905    ;1 ;6;87.4;27.2;2876;412;
195905    ;1 ;12;86.9;27.5;2877;412;
195905    ;1 ;18;86.3;27.6;2878;412;
195905    ;1 ;24;85.6;27.6;2879;412;
195905    ;1 ;30;85;27.9;2880;412;
195905    ;1 ;36;84.6;28.3;2881;412;
195905    ;1 ;42;84.7;28.5;2882;412;
195905    ;1 ;48;84.9;28.8;2883;412;
195905    ;1 ;54;84.9;29.2;2884;1365;
195905    ;1 ;60;84.9;29.6;2885;413;
195905    ;1 ;66;84.9;30.1;2886;413;
195905    ;1 ;72;84.9;30.6;2887;413;
195905    ;1 ;78;84.8;31.3;2888;413;
195905    ;1 ;84;84.6;32.1;2889;413;
195905    ;1 ;90;84.4;33.1;2890;1366;
195905    ;1 ;96;84;34.1;2891;1366;
195905    ;1 ;102;83.2;35;2892;1366;
195905    ;1 ;108;82.3;35.8;2893;1366;
195905    ;1 ;114;81.6;36.2;2894;1366;
195905    ;1 ;120;80.5;36.3;2895;;
195905    ;1 ;126;79.7;36.4;2896;;
195906    ;TS;0;123.7;13.7;2897;2301;
195906    ;TS;6;122.1;14.3;2898;2301;
195906    ;TS;12;120;15.1;2899;2301;
195906    ;TS;18;119;15.9;2900;;
195906    ;TS;24;117.5;16.8;2901;;
195906    ;TS;30;115.2;17.2;2902;;
195906    ;TS;36;112.1;17.2;2903;;
195906    ;TS;42;108.9;17.2;2904;;
195907    ;1 ;0;134.2;16.8;2905;2047;
195907    ;1 ;6;133.5;18;2906;2047;
195907    ;1 ;12;133.3;19.5;2907;2047;
195907    ;1 ;18;133.5;20.8;2908;2047;
195907    ;1 ;24;134;22;2909;;
195907    ;1 ;30;134.6;23.1;2910;2048;
195907    ;1 ;36;135.3;24.3;2911;2048;
195907    ;1 ;42;136.1;25.6;2912;2048;
195907    ;1 ;48;137.3;27.1;2913;;
195907    ;1 ;54;138.7;28.7;2914;;
195907    ;1 ;60;140.2;30.3;2915;;
195907    ;1 ;66;142.4;31.9;2916;;
195907    ;1 ;72;145.8;34;2917;;
195907    ;1 ;78;149.3;36.2;2918;;
195907    ;1 ;84;152.7;37.5;2919;;
195907    ;1 ;90;155.9;38.7;2920;;
195907    ;1 ;96;157.1;41.8;2921;;
195907    ;1 ;102;157.1;45;2922;;
195907    ;1 ;108;155.9;46.5;2923;;
195907    ;1 ;114;153.7;47;2924;;
195907    ;1 ;120;151.2;48.4;2925;;
195908    ;4 ;0;111.4;19.7;2926;526;
195908    ;4 ;6;110.1;19.9;2927;526;
195908    ;4 ;12;108.7;20.1;2928;526;
195908    ;4 ;18;107.3;20.3;2929;143;
195908    ;4 ;24;106;20.6;2930;143;
195908    ;4 ;30;105.5;21.2;2931;143;
195908    ;4 ;36;105.9;21.8;2932;143;
195908    ;4 ;42;106.4;22.2;2933;143;
195908    ;4 ;48;106.8;22.6;2934;143;
195908    ;4 ;54;107;23.3;2935;143;
195908    ;4 ;60;107.1;23.9;2936;527;
195908    ;4 ;66;107;24.4;2937;144;
195908    ;4 ;72;106.7;24.8;2938;144;
195908    ;4 ;78;106.1;25.3;2939;144;
195908    ;4 ;84;105.4;25.8;2940;144;
195908    ;4 ;90;105;26.1;2941;144;
195908    ;4 ;96;104.7;26.3;2942;144;
195908    ;4 ;102;104.6;26.8;2943;144;
195908    ;4 ;108;104.6;27.3;2944;528;
195908    ;4 ;114;104.8;27.8;2945;145;
195908    ;4 ;120;105;28.1;2946;145;
